,name,position,team,xP,assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
2832,Yunus Emre Konak,MID,Brentford,-0.5,0,0,0,0,0,0.0,0,131,0.0,0.0,0.0,0.0,33,0,0,0.0,0.0,2025-09-13T19:00:00Z,0,False,7,0,0,0,0,0,4,0,25851,0,0,2,2,0.0,0,3325,6753,3428,44,True,0,4
2833,Yves Bissouma,MID,Spurs,0.0,0,0,0,0,0,0.0,0,587,0.0,0.0,0.0,0.0,40,0,0,0.0,0.0,2025-09-13T16:30:00Z,0,False,19,0,0,0,0,0,4,0,6860,0,0,3,0,0.0,0,-1707,72,1779,53,False,0,4
2834,Yéremy Pino Santos,MID,Crystal Palace,2.5,0,0,-1,1,0,15.2,5,712,0.03,0.76,0.73,0.36,35,0,0,2.3,0.0,2025-09-13T14:00:00Z,83,False,17,0,0,0,4,0,4,0,18411,1,1,0,0,10.0,3,15677,20372,4695,60,True,0,4
2835,Zach Abbott,DEF,Nott'm Forest,-0.5,0,0,0,0,0,0.0,0,513,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,2025-09-13T11:30:00Z,0,False,1,0,0,0,0,0,4,0,21547,0,0,0,3,0.0,0,-1378,408,1786,40,False,0,4
2836,Zach Marsh,FWD,Crystal Palace,0.5,0,0,0,0,0,0.0,0,286,0.0,0.0,0.0,0.0,35,0,0,0.0,0.0,2025-09-13T14:00:00Z,0,False,17,0,0,0,0,0,4,0,29857,0,0,0,0,0.0,0,181,4237,4056,45,True,0,4
2837,Zain Silcott-Duberry,MID,Bournemouth,0.0,0,0,0,0,0,0.0,0,95,0.0,0.0,0.0,0.0,32,0,0,0.0,0.0,2025-09-13T14:00:00Z,0,False,6,0,0,0,0,0,4,0,10726,0,0,1,2,0.0,0,390,1568,1178,44,True,0,4
2838,Zak Johnson,DEF,Sunderland,-0.5,0,0,0,0,0,0.0,0,538,0.0,0.0,0.0,0.0,35,0,0,0.0,0.0,2025-09-13T14:00:00Z,0,False,8,0,0,0,0,0,4,0,23576,0,0,0,0,0.0,0,-1433,621,2054,40,False,0,4
2839,Zeki Amdouni,FWD,Burnley,0.0,0,0,0,0,0,0.0,0,216,0.0,0.0,0.0,0.0,34,0,0,0.0,0.0,2025-09-14T13:00:00Z,0,False,12,0,0,0,0,0,4,0,3397,0,0,1,0,0.0,0,-520,77,597,49,True,0,4
2840,Zian Flemming,FWD,Burnley,-1.2,0,0,0,0,0,0.0,0,215,0.0,0.0,0.0,0.0,34,0,0,0.0,0.0,2025-09-14T13:00:00Z,0,False,12,0,0,0,0,0,4,0,14385,0,0,1,0,0.0,0,-2441,796,3237,54,True,0,4
2841,Zépiqueno Redmond,FWD,Aston Villa,0.0,0,0,0,0,0,0.0,0,65,0.0,0.0,0.0,0.0,36,0,0,0.0,0.0,2025-09-13T14:00:00Z,0,False,9,0,0,0,0,0,4,0,71866,0,0,0,0,0.0,0,-16787,1673,18460,45,False,0,4
2842,Álex Jiménez Sánchez,DEF,Bournemouth,2.0,0,0,2,0,1,0.1,2,713,0.0,0.0,0.0,0.0,32,0,0,0.2,2.2,2025-09-13T14:00:00Z,3,False,6,0,0,0,0,0,4,0,790,0,1,1,2,0.0,0,432,568,136,45,True,1,4
2843,Álex Moreno Lopera,DEF,Aston Villa,0.0,0,0,0,0,0,0.0,0,43,0.0,0.0,0.0,0.0,36,0,0,0.0,0.0,2025-09-13T14:00:00Z,0,False,9,0,0,0,0,0,4,0,567204,0,0,0,0,0.0,0,-199471,0,199471,40,False,0,4
2844,Ármin Pécsi,GK,Liverpool,1.5,0,0,0,0,0,0.0,0,368,0.0,0.0,0.0,0.0,34,0,0,0.0,0.0,2025-09-14T13:00:00Z,0,False,3,0,0,0,0,0,4,0,8977,0,0,1,0,0.0,0,-572,193,765,40,False,0,4
2845,Đorđe Petrović,GK,Bournemouth,4.3,0,0,5,0,1,0.0,0,67,0.0,0.0,0.0,0.62,32,1,0,0.9,8.6,2025-09-13T14:00:00Z,90,False,6,0,0,0,5,0,4,1,523315,1,0,1,2,0.0,2,93588,146779,53191,45,True,0,4
2846,İlkay Gündoğan,MID,Man City,0.0,0,0,0,0,0,0.0,0,420,0.0,0.0,0.0,0.0,38,0,0,0.0,0.0,2025-09-14T15:30:00Z,0,False,14,0,0,0,0,0,4,0,13167,0,0,0,3,0.0,0,-4217,634,4851,63,True,0,4
2847,Aaron Hickey,DEF,Brentford,0.3,0,0,0,0,0,0.0,0,116,0.0,0.0,0.0,0.0,45,0,0,0.0,0.0,2025-09-20T19:00:00Z,0,False,10,0,0,0,0,0,5,0,46468,0,0,1,3,0.0,0,-807,1814,2621,40,False,0,5
2848,Aaron Ramsdale,GK,Newcastle,0.5,0,0,0,0,0,0.0,0,674,0.0,0.0,0.0,0.0,42,0,0,0.0,0.0,2025-09-21T13:00:00Z,0,False,4,0,0,0,0,0,5,0,82183,0,0,0,0,0.0,0,-4556,1661,6217,49,False,0,5
2849,Aaron Ramsey,MID,Burnley,0.0,0,0,0,0,0,0.0,0,211,0.0,0.0,0.0,0.0,44,0,0,0.0,0.0,2025-09-20T14:00:00Z,0,False,16,0,0,0,0,0,5,0,502935,0,0,1,1,0.0,0,-116781,0,116781,44,True,0,5
2850,Aaron Wan-Bissaka,DEF,West Ham,0.0,0,0,0,0,0,0.0,0,610,0.0,0.0,0.0,0.0,49,0,0,0.0,0.0,2025-09-20T14:00:00Z,0,False,8,0,0,0,0,0,5,0,1269810,0,0,2,1,0.0,0,-319969,4433,324402,43,True,0,5
2851,Aarón Anselmino,DEF,Chelsea,0.0,0,0,0,0,0,0.0,0,234,0.0,0.0,0.0,0.0,47,0,0,0.0,0.0,2025-09-20T16:30:00Z,0,False,14,0,0,0,0,0,5,0,9477,0,0,1,2,0.0,0,-1266,0,1266,40,False,0,5
2852,Abdallah Sima,MID,Brighton,0.0,0,0,0,0,0,0.0,0,165,0.0,0.0,0.0,0.0,43,0,0,0.0,0.0,2025-09-20T14:00:00Z,0,False,18,0,0,0,0,0,5,0,1954,0,0,2,2,0.0,0,-252,0,252,54,True,0,5
2853,Abdoullah Ba,MID,Sunderland,-0.5,0,0,0,0,0,0.0,0,554,0.0,0.0,0.0,0.0,48,0,0,0.0,0.0,2025-09-21T13:00:00Z,0,False,2,0,0,0,0,0,5,0,26185,0,0,1,1,0.0,0,-227,2176,2403,44,True,0,5
2854,Abdukodir Khusanov,DEF,Man City,3.3,0,0,4,0,3,0.8,3,406,0.0,0.0,0.0,0.35,41,0,0,0.6,4.8,2025-09-21T15:30:00Z,45,False,1,0,0,0,3,0,5,0,51939,1,0,1,1,0.0,1,9130,11774,2644,54,False,0,5
2855,Adama Traoré Diarra,MID,Fulham,0.7,0,0,0,0,0,0.0,0,326,0.0,0.0,0.0,0.0,45,0,0,0.0,0.0,2025-09-20T19:00:00Z,0,False,5,0,0,0,0,0,5,0,22573,0,0,1,3,0.0,0,-1983,662,2645,53,True,0,5
2856,Adam Aznou,DEF,Everton,-1.0,0,0,0,0,0,0.0,0,667,0.0,0.0,0.0,0.0,46,0,0,0.0,0.0,2025-09-20T11:30:00Z,0,False,12,0,0,0,0,0,5,0,7645,0,0,1,2,0.0,0,-514,183,697,44,False,0,5
2857,Adam Smith,DEF,Bournemouth,0.0,0,0,0,0,0,0.0,0,73,0.0,0.0,0.0,0.0,42,0,0,0.0,0.0,2025-09-21T13:00:00Z,0,False,15,0,0,0,0,0,5,0,25351,0,0,0,0,0.0,0,-5592,40,5632,45,True,0,5
2858,Adam Webster,DEF,Brighton,0.0,0,0,0,0,0,0.0,0,153,0.0,0.0,0.0,0.0,43,0,0,0.0,0.0,2025-09-20T14:00:00Z,0,False,18,0,0,0,0,0,5,0,913,0,0,2,2,0.0,0,-41,43,84,44,True,0,5
2859,Adam Wharton,MID,Crystal Palace,2.7,1,2,30,0,2,43.0,5,273,0.51,0.55,0.04,0.52,49,1,0,5.6,11.2,2025-09-20T14:00:00Z,74,False,19,0,0,0,2,0,5,0,46799,1,1,2,1,2.0,7,-6860,1524,8384,50,False,0,5
2860,Adrian Mazilu,MID,Brighton,0.0,0,0,0,0,0,0.0,0,176,0.0,0.0,0.0,0.0,43,0,0,0.0,0.0,2025-09-20T14:00:00Z,0,False,18,0,0,0,0,0,5,0,4584,0,0,2,2,0.0,0,-46,367,413,45,True,0,5
2861,Adrien Truffert,DEF,Bournemouth,5.5,0,3,29,1,5,4.9,5,74,0.01,0.01,0.0,0.14,42,0,0,1.8,11.4,2025-09-21T13:00:00Z,90,False,15,0,0,0,10,0,5,0,147880,1,0,0,0,2.0,9,6032,16333,10301,45,True,0,5
2862,Ahmed Abdullahi,FWD,Sunderland,-0.5,0,0,0,0,0,0.0,0,562,0.0,0.0,0.0,0.0,48,0,0,0.0,0.0,2025-09-21T13:00:00Z,0,False,2,0,0,0,0,0,5,0,50254,0,0,1,1,0.0,0,-502,3697,4199,44,True,0,5
2863,Aji Alese,DEF,Sunderland,-0.2,0,0,0,0,0,0.0,0,533,0.0,0.0,0.0,0.0,48,0,0,0.0,0.0,2025-09-21T13:00:00Z,0,False,2,0,0,0,0,0,5,0,495,0,0,1,1,0.0,0,-35,14,49,40,True,0,5
2864,Alan Browne,MID,Sunderland,0.0,0,0,0,0,0,0.0,0,555,0.0,0.0,0.0,0.0,48,0,0,0.0,0.0,2025-09-21T13:00:00Z,0,False,2,0,0,0,0,0,5,0,6950,0,0,1,1,0.0,0,-1154,0,1154,45,True,0,5
2865,Albert Sambi Lokonga,MID,Arsenal,0.0,0,0,0,0,0,0.0,0,29,0.0,0.0,0.0,0.0,41,0,0,0.0,0.0,2025-09-21T15:30:00Z,0,False,13,0,0,0,0,0,5,0,10333,0,0,1,1,0.0,0,-1683,0,1683,45,True,0,5
2866,Alejandro Garnacho Ferreyra,MID,Chelsea,0.8,0,0,0,0,0,0.0,0,453,0.0,0.0,0.0,0.0,47,0,0,0.0,0.0,2025-09-20T16:30:00Z,0,False,14,0,0,0,0,0,5,0,39791,0,0,1,2,0.0,0,4273,9102,4829,64,False,0,5
2867,Alexander Isak,FWD,Liverpool,1.3,0,0,5,0,0,0.3,3,499,0.01,0.01,0.0,0.04,46,0,0,0.7,2.4,2025-09-20T11:30:00Z,23,False,9,0,0,0,2,0,5,0,1217515,0,1,1,2,4.0,1,194797,298852,104055,105,True,0,5
2868,Alexis Mac Allister,MID,Liverpool,3.0,0,0,13,0,1,3.8,7,386,0.05,0.15,0.1,0.66,46,1,0,1.3,4.6,2025-09-20T11:30:00Z,60,False,9,0,0,0,5,0,5,0,173297,1,1,1,2,5.0,2,-9859,7151,17010,64,True,0,5
2869,Alex Cairns,GK,Leeds,-0.5,0,0,0,0,0,0.0,0,340,0.0,0.0,0.0,0.0,50,0,0,0.0,0.0,2025-09-20T14:00:00Z,0,False,20,0,0,0,0,0,5,0,21630,0,0,3,1,0.0,0,-429,420,849,40,False,0,5
2870,Alex Iwobi,MID,Fulham,5.7,1,3,47,0,0,38.3,5,324,0.2,0.38,0.18,0.52,45,1,1,11.7,59.8,2025-09-20T19:00:00Z,79,False,5,0,0,0,5,0,5,0,165302,1,0,1,3,19.0,13,-6096,13198,19294,65,True,0,5
2871,Alex Murphy,DEF,Newcastle,0.5,0,0,0,0,0,0.0,0,481,0.0,0.0,0.0,0.0,42,0,0,0.0,0.0,2025-09-21T13:00:00Z,0,False,4,0,0,0,0,0,5,0,79152,0,0,0,0,0.0,0,-3788,2380,6168,40,False,0,5
2872,Alex Paulsen,GK,Bournemouth,0.0,0,0,0,0,0,0.0,0,70,0.0,0.0,0.0,0.0,42,0,0,0.0,0.0,2025-09-21T13:00:00Z,0,False,15,0,0,0,0,0,5,0,11747,0,0,0,0,0.0,0,-927,0,927,40,True,0,5
2873,Alex Scott,MID,Bournemouth,4.5,0,0,12,1,3,8.5,10,90,0.02,0.08,0.06,0.14,42,0,0,1.7,7.6,2025-09-21T13:00:00Z,62,False,15,0,0,0,5,0,5,0,28775,1,2,0,0,1.0,3,13721,16843,3122,50,True,0,5
2874,Alfie Pond,DEF,Wolves,0.5,0,0,0,0,0,0.0,0,641,0.0,0.0,0.0,0.0,50,0,0,0.0,0.0,2025-09-20T14:00:00Z,0,False,11,0,0,0,0,0,5,0,136580,0,0,3,1,0.0,0,-5750,1452,7202,40,True,0,5
2875,Alisson Becker,GK,Liverpool,6.3,0,0,11,0,3,0.0,0,366,0.0,0.0,0.0,0.7,46,1,0,1.2,11.8,2025-09-20T11:30:00Z,90,False,9,0,0,0,10,0,5,1,1303545,1,0,1,2,0.0,2,11168,57757,46589,55,True,0,5
2876,Alphonse Areola,GK,West Ham,0.3,0,0,4,0,2,0.0,0,600,0.0,0.0,0.0,2.31,49,2,0,1.3,13.2,2025-09-20T14:00:00Z,90,False,8,0,0,0,7,0,5,1,299601,1,0,2,1,0.0,1,-27524,2762,30286,44,True,0,5
2877,Altay Bayındır,GK,Man Utd,1.2,0,0,4,0,3,0.0,0,431,0.0,0.0,0.0,0.43,47,1,0,0.4,3.8,2025-09-20T16:30:00Z,90,False,7,0,0,0,2,0,5,0,48362,1,0,1,2,0.0,2,-3608,854,4462,50,True,0,5
2878,Amadou Onana,MID,Aston Villa,0.0,0,0,0,0,0,0.0,0,59,0.0,0.0,0.0,0.0,48,0,0,0.0,0.0,2025-09-21T13:00:00Z,0,False,17,0,0,0,0,0,5,0,98726,0,0,1,1,0.0,0,-29880,132,30012,49,False,0,5
2879,Amad Diallo,MID,Man Utd,2.5,0,0,8,0,3,7.9,11,452,0.05,0.43,0.38,0.43,47,1,0,2.9,9.2,2025-09-20T16:30:00Z,90,False,7,0,0,0,6,0,5,0,199618,1,2,1,2,12.0,2,-23384,6505,29889,63,True,0,5
2880,Amara Nallo,DEF,Liverpool,1.0,0,0,0,0,0,0.0,0,378,0.0,0.0,0.0,0.0,46,0,0,0.0,0.0,2025-09-20T11:30:00Z,0,False,9,0,0,0,0,0,5,0,18933,0,0,1,2,0.0,0,-471,1239,1710,39,True,0,5
2881,Amine Adli,MID,Bournemouth,0.5,0,0,4,0,0,0.3,4,697,0.0,0.0,0.0,0.0,42,0,0,0.3,2.2,2025-09-21T13:00:00Z,15,False,15,0,0,0,3,0,5,0,3592,0,1,0,0,0.0,1,-186,413,599,55,True,0,5
2882,Andreas Hoelgebaum Pereira,MID,Fulham,0.0,0,0,0,0,0,0.0,0,327,0.0,0.0,0.0,0.0,45,0,0,0.0,0.0,2025-09-20T19:00:00Z,0,False,5,0,0,0,0,0,5,0,13382,0,0,1,3,0.0,0,-4187,0,4187,53,True,0,5
2883,Andrew Moran,MID,Brighton,0.0,0,0,0,0,0,0.0,0,177,0.0,0.0,0.0,0.0,43,0,0,0.0,0.0,2025-09-20T14:00:00Z,0,False,18,0,0,0,0,0,5,0,3175,0,0,2,2,0.0,0,-327,0,327,45,True,0,5
2884,Andrew Robertson,DEF,Liverpool,1.3,0,0,0,0,0,0.0,0,372,0.0,0.0,0.0,0.0,46,0,0,0.0,0.0,2025-09-20T11:30:00Z,0,False,9,0,0,0,0,0,5,0,128187,0,0,1,2,0.0,0,-4117,3798,7915,59,True,0,5
2885,Andrey Nascimento dos Santos,MID,Chelsea,1.2,0,0,17,0,1,9.6,9,246,0.02,0.12,0.1,0.82,47,1,0,2.5,8.4,2025-09-20T16:30:00Z,69,False,14,0,0,0,7,0,5,0,36390,0,1,1,2,7.0,2,-1475,2869,4344,45,False,0,5
2886,Andre Harriman-Annous,MID,Arsenal,0.0,0,0,0,0,0,0.0,0,711,0.0,0.0,0.0,0.0,41,0,0,0.0,0.0,2025-09-21T15:30:00Z,0,False,13,0,0,0,0,0,5,0,981,0,0,1,1,0.0,0,49,183,134,45,True,0,5
2887,Andrés García,DEF,Aston Villa,0.0,0,0,0,0,0,0.0,0,42,0.0,0.0,0.0,0.0,48,0,0,0.0,0.0,2025-09-21T13:00:00Z,0,False,17,0,0,0,0,0,5,0,24563,0,0,1,1,0.0,0,-678,1559,2237,39,False,0,5
2888,André Onana,GK,Man Utd,0.0,0,0,0,0,0,0.0,0,432,0.0,0.0,0.0,0.0,47,0,0,0.0,0.0,2025-09-20T16:30:00Z,0,False,7,0,0,0,0,0,5,0,25196,0,0,1,2,0.0,0,-4630,0,4630,49,True,0,5
2889,André Trindade da Costa Neto,MID,Wolves,1.8,0,0,9,0,1,4.9,3,643,0.02,0.04,0.02,0.0,50,0,0,1.2,4.6,2025-09-20T14:00:00Z,18,False,11,0,0,0,2,0,5,0,9165,0,0,3,1,2.0,1,-413,430,843,54,True,0,5
2890,Andy Irving,MID,West Ham,0.7,0,0,0,0,0,0.0,0,621,0.0,0.0,0.0,0.0,49,0,0,0.0,0.0,2025-09-20T14:00:00Z,0,False,8,0,0,0,0,0,5,0,30378,0,0,2,1,0.0,0,989,2964,1975,44,True,0,5
2891,Angus Gunn,GK,Nott'm Forest,0.5,0,0,0,0,0,0.0,0,675,0.0,0.0,0.0,0.0,44,0,0,0.0,0.0,2025-09-20T14:00:00Z,0,False,3,0,0,0,0,0,5,0,199508,0,0,1,1,0.0,0,-2453,3180,5633,40,False,0,5
2892,Anthony Elanga,MID,Newcastle,1.5,0,0,5,0,2,0.7,3,486,0.0,0.0,0.0,0.13,42,0,0,0.6,3.4,2025-09-21T13:00:00Z,28,False,4,0,0,0,1,0,5,0,790000,0,0,0,0,2.0,1,-190697,23369,214066,70,False,0,5
2893,Anthony Gordon,MID,Newcastle,0.0,0,0,0,0,0,0.0,0,485,0.0,0.0,0.0,0.0,42,0,0,0.0,0.0,2025-09-21T13:00:00Z,0,False,4,0,0,0,0,0,5,0,105128,0,0,0,0,0.0,0,-16104,1892,17996,74,False,0,5
2894,Anthony Patterson,GK,Sunderland,-0.5,0,0,0,0,0,0.0,0,528,0.0,0.0,0.0,0.0,48,0,0,0.0,0.0,2025-09-21T13:00:00Z,0,False,2,0,0,0,0,0,5,0,27768,0,0,1,1,0.0,0,-2086,404,2490,44,True,0,5
2895,Antoine Semenyo,MID,Bournemouth,6.2,0,0,9,1,1,13.9,14,82,0.05,0.16,0.11,0.14,42,0,0,2.7,8.8,2025-09-21T13:00:00Z,90,False,15,0,0,0,10,0,5,0,5302856,1,3,0,0,4.0,5,1075146,1129346,54200,76,True,0,5
2896,Antonee Robinson,DEF,Fulham,0.3,0,0,0,0,0,0.0,0,316,0.0,0.0,0.0,0.0,45,0,0,0.0,0.0,2025-09-20T19:00:00Z,0,False,5,0,0,0,0,0,5,0,98401,0,0,1,3,0.0,0,-1640,9244,10884,50,True,0,5
2897,Antoni Milambo,MID,Brentford,0.0,0,0,0,0,0,0.0,0,122,0.0,0.0,0.0,0.0,45,0,0,0.0,0.0,2025-09-20T19:00:00Z,0,False,10,0,0,0,0,0,5,0,5545,0,0,1,3,0.0,0,-314,237,551,54,False,0,5
2898,Antony dos Santos,MID,Man Utd,0.0,0,0,0,0,0,0.0,0,454,0.0,0.0,0.0,0.0,47,0,0,0.0,0.0,2025-09-20T16:30:00Z,0,False,7,0,0,0,0,0,5,0,9107,0,0,1,2,0.0,0,-1113,0,1113,59,True,0,5
2899,Anton Stach,MID,Leeds,5.8,1,3,55,0,5,14.1,15,660,0.06,0.14,0.08,1.78,50,1,1,9.4,66.4,2025-09-20T14:00:00Z,90,False,20,0,0,0,7,0,5,0,57733,1,3,3,1,13.0,15,-315,5690,6005,50,False,0,5
2900,Antonín Kinský,GK,Spurs,0.0,0,0,0,0,0,0.0,0,567,0.0,0.0,0.0,0.0,43,0,0,0.0,0.0,2025-09-20T14:00:00Z,0,False,6,0,0,0,0,0,5,0,177812,0,0,2,2,0.0,0,-9458,864,10322,40,False,0,5
2901,Antoñito Cordero Campillo,MID,Newcastle,0.5,0,0,0,0,0,0.0,0,492,0.0,0.0,0.0,0.0,42,0,0,0.0,0.0,2025-09-21T13:00:00Z,0,False,4,0,0,0,0,0,5,0,4094,0,0,0,0,0.0,0,-189,109,298,49,False,0,5
2902,Archie Gray,MID,Spurs,0.3,0,0,4,0,0,10.2,0,591,0.0,0.0,0.0,0.0,43,0,0,1.3,2.4,2025-09-20T14:00:00Z,1,False,6,0,0,0,0,0,5,0,14197,0,0,2,2,0.0,1,-908,569,1477,49,False,0,5
2903,Armando Broja,FWD,Burnley,-0.2,0,0,0,0,0,0.0,0,680,0.0,0.0,0.0,0.0,44,0,0,0.0,0.0,2025-09-20T14:00:00Z,0,False,16,0,0,0,0,0,5,0,17657,0,0,1,1,0.0,0,-388,1438,1826,54,True,0,5
2904,Arnaud Kalimuendo,FWD,Nott'm Forest,1.5,0,0,0,0,0,1.8,0,696,0.01,0.25,0.24,0.17,44,0,0,1.1,0.2,2025-09-20T14:00:00Z,14,False,3,0,0,0,0,0,5,0,9590,0,0,1,1,9.0,1,439,1616,1177,60,False,0,5
2905,Arthur Masuaku,DEF,Sunderland,-0.2,0,0,3,0,2,0.1,2,678,0.0,0.0,0.0,0.25,48,0,0,0.2,2.0,2025-09-21T13:00:00Z,10,False,2,0,0,0,0,0,5,0,73384,0,0,1,1,0.0,1,-3076,775,3851,40,True,0,5
2906,Asher Agbinone,MID,Crystal Palace,0.0,0,0,0,0,0,0.0,0,274,0.0,0.0,0.0,0.0,49,0,0,0.0,0.0,2025-09-20T14:00:00Z,0,False,19,0,0,0,0,0,5,0,6125,0,0,2,1,0.0,0,-193,356,549,45,False,0,5
2907,Ashley Barnes,FWD,Burnley,-0.5,0,0,0,0,0,0.0,0,218,0.0,0.0,0.0,0.0,44,0,0,0.0,0.0,2025-09-20T14:00:00Z,0,False,16,0,0,0,0,0,5,0,195727,0,0,1,1,0.0,0,914,17388,16474,44,True,0,5
2908,Ashley Phillips,DEF,Spurs,0.0,0,0,0,0,0,0.0,0,576,0.0,0.0,0.0,0.0,43,0,0,0.0,0.0,2025-09-20T14:00:00Z,0,False,6,0,0,0,0,0,5,0,1948,0,0,2,2,0.0,0,-119,0,119,40,False,0,5
2909,Axel Tuanzebe,DEF,Burnley,-0.5,0,0,0,0,0,0.0,0,198,0.0,0.0,0.0,0.0,44,0,0,0.0,0.0,2025-09-20T14:00:00Z,0,False,16,0,0,0,0,0,5,0,231913,0,0,1,1,0.0,0,6146,23191,17045,39,True,0,5
2910,Ayden Heaven,DEF,Man Utd,-0.5,0,0,0,0,0,0.0,0,447,0.0,0.0,0.0,0.0,47,0,0,0.0,0.0,2025-09-20T16:30:00Z,0,False,7,0,0,0,0,0,5,0,138084,0,0,1,2,0.0,0,145,10184,10039,39,True,0,5
2911,Bafodé Diakité,DEF,Bournemouth,2.4,0,0,25,1,5,11.8,7,685,0.03,0.03,0.0,0.14,42,0,0,3.6,20.0,2025-09-21T13:00:00Z,90,False,15,0,0,0,3,0,5,0,48635,1,2,0,0,4.0,5,-14353,1122,15475,45,True,1,5
2912,Bart Verbruggen,GK,Brighton,1.7,0,0,6,0,1,0.0,0,139,0.0,0.0,0.0,1.22,43,2,0,1.9,19.2,2025-09-20T14:00:00Z,90,False,18,0,0,0,7,0,5,2,625730,1,0,2,2,0.0,1,-43628,6999,50627,45,True,0,5
2913,Bashir Humphreys,DEF,Burnley,-0.5,0,0,0,0,0,0.0,0,193,0.0,0.0,0.0,0.0,44,0,0,0.0,0.0,2025-09-20T14:00:00Z,0,False,16,0,0,0,0,0,5,0,6527,0,0,1,1,0.0,0,-46,317,363,40,True,0,5
2914,Bastien Meupiyou Menadjou,DEF,Wolves,0.0,0,0,0,0,0,0.0,0,639,0.0,0.0,0.0,0.0,50,0,0,0.0,0.0,2025-09-20T14:00:00Z,0,False,11,0,0,0,0,0,5,0,1108,0,0,3,1,0.0,0,-51,0,51,40,True,0,5
2915,Benjamin Arthur,DEF,Brentford,0.0,0,0,0,0,0,0.0,0,114,0.0,0.0,0.0,0.0,45,0,0,0.0,0.0,2025-09-20T19:00:00Z,0,False,10,0,0,0,0,0,5,0,31220,0,0,1,3,0.0,0,-1049,812,1861,40,False,0,5
2916,Benjamin Fredrick,DEF,Brentford,0.0,0,0,0,0,0,0.0,0,115,0.0,0.0,0.0,0.0,45,0,0,0.0,0.0,2025-09-20T19:00:00Z,0,False,10,0,0,0,0,0,5,0,17363,0,0,1,3,0.0,0,-700,317,1017,40,False,0,5
2917,Benjamin Lecomte,GK,Fulham,0.0,0,0,0,0,0,0.0,0,664,0.0,0.0,0.0,0.0,45,0,0,0.0,0.0,2025-09-20T19:00:00Z,0,False,5,0,0,0,0,0,5,0,86551,0,0,1,3,0.0,0,-1619,1110,2729,40,True,0,5
2918,Benjamin Sesko,FWD,Man Utd,0.8,0,0,2,0,1,1.3,1,681,0.01,0.01,0.0,0.08,47,0,0,0.4,0.2,2025-09-20T16:30:00Z,45,False,7,0,0,0,0,0,5,0,565503,1,0,1,2,2.0,1,-81182,16621,97803,73,True,0,5
2919,Benjamin White,DEF,Arsenal,0.0,0,0,0,0,0,0.0,0,11,0.0,0.0,0.0,0.0,41,0,0,0.0,0.0,2025-09-21T15:30:00Z,0,False,13,0,0,0,0,0,5,0,56808,0,0,1,1,0.0,0,-7097,1137,8234,54,True,0,5
2920,Benoît Badiashile Mukinayi,DEF,Chelsea,0.2,0,0,0,0,0,0.0,0,229,0.0,0.0,0.0,0.0,47,0,0,0.0,0.0,2025-09-20T16:30:00Z,0,False,14,0,0,0,0,0,5,0,1105,0,0,1,2,0.0,0,-63,11,74,44,False,0,5
2921,Ben Broggio,MID,Aston Villa,0.5,0,0,0,0,0,0.0,0,60,0.0,0.0,0.0,0.0,48,0,0,0.0,0.0,2025-09-21T13:00:00Z,0,False,17,0,0,0,0,0,5,0,38879,0,0,1,1,0.0,0,673,4031,3358,45,False,0,5
2922,Ben Davies,DEF,Spurs,0.0,0,0,0,0,0,0.0,0,571,0.0,0.0,0.0,0.0,43,0,0,0.0,0.0,2025-09-20T14:00:00Z,0,False,6,0,0,0,0,0,5,0,10859,0,0,2,2,0.0,0,-492,328,820,44,False,0,5
2923,Ben Gannon-Doak,MID,Bournemouth,-0.5,0,0,0,0,0,0.0,0,391,0.0,0.0,0.0,0.0,42,0,0,0.0,0.0,2025-09-21T13:00:00Z,0,False,15,0,0,0,0,0,5,0,6017,0,0,0,0,0.0,0,-509,191,700,50,True,0,5
2924,Ben Winterburn,MID,Bournemouth,0.0,0,0,0,0,0,0.0,0,96,0.0,0.0,0.0,0.0,42,0,0,0.0,0.0,2025-09-21T13:00:00Z,0,False,15,0,0,0,0,0,5,0,7130,0,0,0,0,0.0,0,-1316,0,1316,45,True,0,5
2925,Bernardo Mota Veiga de Carvalho e Silva,MID,Man City,3.0,0,0,10,0,4,12.3,11,416,0.02,0.02,0.0,0.96,41,1,0,2.8,13.8,2025-09-21T15:30:00Z,90,False,1,0,0,0,6,0,5,0,75531,1,1,1,1,2.0,1,-1200,5595,6795,64,False,1,5
2926,Bernd Leno,GK,Fulham,3.7,0,0,9,0,1,0.0,0,314,0.0,0.0,0.0,0.6,45,1,0,1.9,19.2,2025-09-20T19:00:00Z,90,False,5,0,0,0,6,0,5,2,193062,1,0,1,3,0.0,1,1409,9326,7917,50,True,1,5
2927,Bertrand Traoré,MID,Sunderland,-0.5,0,0,0,0,0,0.0,0,735,0.0,0.0,0.0,0.0,48,0,0,0.0,0.0,2025-09-21T13:00:00Z,0,False,2,0,0,0,0,0,5,0,1050,0,0,1,1,0.0,0,136,275,139,55,True,0,5
