,name,position,team,xP,assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
738,João Maria Lobo Alves Palhares Costa Palhinha Gonçalves,MID,Spurs,5.5,0,3,31,1,3,0.7,9,673,0.0,0.14,0.14,1.55,18,0,1,7.0,49.8,2025-08-23T11:30:00Z,90,False,13,0,0,0,2,0,2,0,34631,1,4,2,0,19.0,11,-8380,1239,9619,55,False,0,2
739,Tino Livramento,DEF,Newcastle,6.0,1,0,12,0,1,15.3,1,477,0.2,0.2,0.0,0.7,19,3,0,4.4,24.8,2025-08-25T19:00:00Z,90,False,12,0,0,0,3,0,2,0,446578,1,0,3,2,4.0,4,37113,63330,26217,50,True,0,2
740,Issa Diop,DEF,Fulham,0.0,0,0,0,0,0,0.0,0,320,0.0,0.0,0.0,0.0,17,0,0,0.0,0.0,2025-08-24T15:30:00Z,0,False,14,0,0,0,0,0,2,0,8838,0,0,1,1,0.0,0,-885,296,1181,45,True,0,2
741,Rasmus Højlund,FWD,Man Utd,0.0,0,0,0,0,0,0.0,0,465,0.0,0.0,0.0,0.0,17,0,0,0.0,0.0,2025-08-24T15:30:00Z,0,False,10,0,0,0,0,0,2,0,60995,0,0,1,1,0.0,0,-13382,2432,15814,64,False,0,2
742,Dane Scarlett,FWD,Spurs,-0.5,0,0,0,0,0,0.0,0,599,0.0,0.0,0.0,0.0,18,0,0,0.0,0.0,2025-08-23T11:30:00Z,0,False,13,0,0,0,0,0,2,0,86020,0,0,2,0,0.0,0,-5832,6172,12004,45,False,0,2
743,Ezri Konsa Ngoyo,DEF,Aston Villa,0.0,0,0,0,0,0,0.0,0,38,0.0,0.0,0.0,0.0,13,0,0,0.0,0.0,2025-08-23T14:00:00Z,0,False,5,0,0,0,0,0,2,0,1707950,0,0,0,1,0.0,0,-517663,19195,536858,45,False,0,2
744,Caleb Kporha,DEF,Crystal Palace,0.0,0,0,0,0,0,0.0,0,265,0.0,0.0,0.0,0.0,15,0,0,0.0,0.0,2025-08-24T13:00:00Z,0,False,16,0,0,0,0,0,2,0,2389,0,0,1,1,0.0,0,-564,69,633,40,True,0,2
745,Archie Gray,MID,Spurs,1.0,0,0,0,0,0,0.0,0,591,0.0,0.0,0.0,0.0,18,0,0,0.0,0.0,2025-08-23T11:30:00Z,0,False,13,0,0,0,0,0,2,0,15870,0,0,2,0,0.0,0,-1100,999,2099,50,False,0,2
746,Noah Sadiki,MID,Sunderland,2.5,0,0,13,0,2,9.5,4,552,0.08,0.08,0.0,1.0,14,2,0,2.3,9.4,2025-08-23T14:00:00Z,90,False,3,0,0,0,0,0,2,0,5435,1,2,0,2,4.0,2,302,888,586,50,False,0,2
747,Sávio Moreira de Oliveira,MID,Man City,0.0,0,0,0,0,0,0.0,0,415,0.0,0.0,0.0,0.0,18,0,0,0.0,0.0,2025-08-23T11:30:00Z,0,False,18,0,0,0,0,0,2,0,67241,0,0,2,0,0.0,0,-48273,262,48535,69,True,0,2
748,Nathan Collins,DEF,Brentford,4.5,0,1,25,1,12,0.3,13,106,0.01,0.01,0.0,1.19,13,0,0,2.7,20.8,2025-08-23T14:00:00Z,90,False,2,0,0,0,5,0,2,0,166424,1,1,0,1,6.0,9,-15518,4841,20359,50,True,0,2
749,Manuel Ugarte Ribeiro,MID,Man Utd,1.0,0,0,7,0,2,0.8,5,459,0.0,0.0,0.0,0.7,17,1,0,0.9,8.6,2025-08-24T15:30:00Z,21,False,10,0,0,0,0,0,2,0,18090,0,3,1,1,0.0,1,-2046,1454,3500,50,False,0,2
750,Lewis Hall,DEF,Newcastle,0.0,0,0,1,0,4,0.5,5,473,0.0,0.0,0.0,0.37,19,1,0,0.8,7.4,2025-08-25T19:00:00Z,14,False,12,0,0,0,1,0,2,0,181114,0,1,3,2,0.0,1,-34594,5518,40112,55,True,0,2
751,Wesley Fofana,DEF,Chelsea,1.0,0,0,5,0,1,0.4,2,230,0.0,0.0,0.0,0.44,20,0,0,0.4,3.4,2025-08-22T19:00:00Z,21,False,19,0,0,0,0,0,2,0,20354,0,1,5,1,0.0,1,-3418,1250,4668,45,False,0,2
752,Martial Godo,MID,Fulham,0.0,0,0,0,0,0,0.0,0,333,0.0,0.0,0.0,0.0,17,0,0,0.0,0.0,2025-08-24T15:30:00Z,0,False,14,0,0,0,0,0,2,0,7576,0,0,1,1,0.0,0,-573,479,1052,45,True,0,2
753,Leo Fuhr Hjelde,DEF,Sunderland,0.0,0,0,0,0,0,0.0,0,536,0.0,0.0,0.0,0.0,14,0,0,0.0,0.0,2025-08-23T14:00:00Z,0,False,3,0,0,0,0,0,2,0,584,0,0,0,2,0.0,0,-40,64,104,40,False,0,2
754,Krisztián Hegyi,GK,West Ham,-0.5,0,0,0,0,0,0.0,0,602,0.0,0.0,0.0,0.0,20,0,0,0.0,0.0,2025-08-22T19:00:00Z,0,False,7,0,0,0,0,0,2,0,29885,0,0,5,1,0.0,0,-936,454,1390,40,True,0,2
755,Will Hughes,MID,Crystal Palace,1.5,0,0,14,0,1,41.4,10,270,0.27,0.39,0.12,0.93,15,1,0,6.4,13.0,2025-08-24T13:00:00Z,90,False,16,0,0,0,5,0,2,0,12564,1,4,1,1,10.0,1,-580,852,1432,50,True,1,2
756,Jadon Sancho,MID,Man Utd,0.0,0,0,0,0,0,0.0,0,456,0.0,0.0,0.0,0.0,17,0,0,0.0,0.0,2025-08-24T15:30:00Z,0,False,10,0,0,0,0,0,2,0,12050,0,0,1,1,0.0,0,-2209,543,2752,60,False,0,2
757,Amine Adli,MID,Bournemouth,2.0,0,0,9,0,1,15.0,6,697,0.02,0.02,0.0,0.06,12,0,0,2.7,10.4,2025-08-23T14:00:00Z,24,False,20,0,0,0,2,0,2,0,859,0,3,0,1,2.0,1,418,506,88,55,True,0,2
758,Micky van de Ven,DEF,Spurs,5.5,0,0,26,1,3,0.7,4,575,0.0,0.0,0.0,1.55,18,0,0,1.3,12.6,2025-08-23T11:30:00Z,90,False,13,0,0,0,3,0,2,0,2898967,1,1,2,0,0.0,6,32764,162434,129670,45,False,0,2
759,Konstantinos Mavropanos,DEF,West Ham,-0.5,0,0,0,0,0,0.0,0,606,0.0,0.0,0.0,0.0,20,0,0,0.0,0.0,2025-08-22T19:00:00Z,0,False,7,0,0,0,0,0,2,0,5669,0,0,5,1,0.0,0,-846,117,963,45,True,0,2
760,Emmanuel Agbadou,DEF,Wolves,2.0,0,0,17,0,12,0.7,14,631,0.03,0.13,0.1,1.29,12,1,0,4.1,36.0,2025-08-23T14:00:00Z,90,False,4,0,0,0,3,0,2,0,47559,1,2,0,1,4.0,4,517,3083,2566,45,False,0,2
761,Oscar Bobb,MID,Man City,4.5,0,0,12,0,0,30.1,5,424,0.21,0.21,0.0,0.75,18,2,0,5.6,11.8,2025-08-23T11:30:00Z,74,False,18,0,0,0,2,0,2,0,45039,1,3,2,0,14.0,2,20785,26871,6086,55,True,0,2
762,Oluwaseun Adewumi,MID,Burnley,0.0,0,0,0,0,0,0.0,0,212,0.0,0.0,0.0,0.0,14,0,0,0.0,0.0,2025-08-23T14:00:00Z,0,False,17,0,0,0,0,0,2,0,2406,0,0,0,2,0.0,0,-1067,0,1067,45,True,0,2
763,Jordan Henderson,MID,Brentford,2.0,0,0,8,1,3,2.3,9,124,0.0,0.03,0.03,0.88,13,0,0,1.7,9.8,2025-08-23T14:00:00Z,68,False,2,0,0,0,4,0,2,0,28882,1,2,0,1,5.0,3,-3018,1542,4560,50,True,0,2
764,Harry Wilson,MID,Fulham,3.0,0,0,5,0,0,1.9,1,329,0.09,0.09,0.0,0.11,17,0,0,1.1,3.2,2025-08-24T15:30:00Z,28,False,14,0,0,0,0,0,2,0,98304,0,1,1,1,6.0,1,-9758,6489,16247,55,True,0,2
765,Malick Thiaw,DEF,Newcastle,0.0,0,0,-1,0,1,0.1,1,684,0.0,0.0,0.0,0.37,19,1,0,0.2,1.8,2025-08-25T19:00:00Z,9,False,12,0,0,0,0,0,2,0,17949,0,0,3,2,0.0,1,-1841,1301,3142,50,True,0,2
766,Emerson Palmieri dos Santos,DEF,West Ham,-0.5,0,0,0,0,0,0.0,0,604,0.0,0.0,0.0,0.0,20,0,0,0.0,0.0,2025-08-22T19:00:00Z,0,False,7,0,0,0,0,0,2,0,19958,0,0,5,1,0.0,0,-3870,388,4258,45,True,0,2
767,Trey Nyoni,MID,Liverpool,0.5,0,0,0,0,0,0.0,0,396,0.0,0.0,0.0,0.0,19,0,0,0.0,0.0,2025-08-25T19:00:00Z,0,False,15,0,0,0,0,0,2,0,7977,0,0,3,2,0.0,0,-1176,517,1693,45,False,0,2
768,Malo Gusto,DEF,Chelsea,2.0,0,0,3,0,3,2.7,5,228,0.01,0.01,0.0,0.29,20,1,0,1.2,9.0,2025-08-22T19:00:00Z,68,False,19,0,0,0,1,0,2,0,169896,1,2,5,1,0.0,2,-20020,10481,30501,50,False,0,2
769,Jérémy Doku,MID,Man City,2.5,0,0,1,0,0,12.0,1,418,0.25,0.25,0.0,0.49,18,0,0,2.2,2.2,2025-08-23T11:30:00Z,36,False,18,0,0,0,1,0,2,0,115432,0,0,2,0,8.0,1,-16599,8072,24671,65,True,0,2
770,Triston Rowe,DEF,Aston Villa,1.0,0,0,0,0,0,0.0,0,701,0.0,0.0,0.0,0.0,13,0,0,0.0,0.0,2025-08-23T14:00:00Z,0,False,5,0,0,0,0,0,2,0,0,0,0,0,1,0.0,0,0,0,0,40,False,0,2
771,Luis Guilherme Lira dos Santos,MID,West Ham,0.0,0,0,0,0,0,0.0,0,619,0.0,0.0,0.0,0.0,20,0,0,0.0,0.0,2025-08-22T19:00:00Z,0,False,7,0,0,0,0,0,2,0,3226,0,0,5,1,0.0,0,-685,38,723,50,True,0,2
772,Sebastiaan Bornauw,DEF,Leeds,-1.0,0,0,0,0,0,0.0,0,345,0.0,0.0,0.0,0.0,11,0,0,0.0,0.0,2025-08-23T16:30:00Z,0,False,1,0,0,0,0,0,2,0,6229,0,0,0,5,0.0,0,-845,100,945,40,False,0,2
773,Kendry Páez Andrade,MID,Chelsea,0.0,0,0,0,0,0,0.0,0,248,0.0,0.0,0.0,0.0,20,0,0,0.0,0.0,2025-08-22T19:00:00Z,0,False,19,0,0,0,0,0,2,0,1050,0,0,5,1,0.0,0,-431,0,431,45,False,0,2
774,Asher Agbinone,MID,Crystal Palace,0.0,0,0,0,0,0,0.0,0,274,0.0,0.0,0.0,0.0,15,0,0,0.0,0.0,2025-08-24T13:00:00Z,0,False,16,0,0,0,0,0,2,0,6352,0,0,1,1,0.0,0,-363,427,790,45,True,0,2
775,Matz Sels,GK,Nott'm Forest,2.0,0,0,11,0,0,0.0,0,502,0.0,0.0,0.0,1.1,15,1,0,2.2,21.6,2025-08-24T13:00:00Z,90,False,8,0,0,0,13,0,2,3,2048517,1,0,1,1,0.0,2,-70930,52826,123756,50,False,1,2
776,Marko Stamenić,MID,Nott'm Forest,0.0,0,0,0,0,0,0.0,0,524,0.0,0.0,0.0,0.0,15,0,0,0.0,0.0,2025-08-24T13:00:00Z,0,False,8,0,0,0,0,0,2,0,6305,0,0,1,1,0.0,0,-1206,245,1451,45,False,0,2
777,Nathan Fraser,FWD,Wolves,0.0,0,0,0,0,0,0.0,0,658,0.0,0.0,0.0,0.0,12,0,0,0.0,0.0,2025-08-23T14:00:00Z,0,False,4,0,0,0,0,0,2,0,274243,0,0,0,1,0.0,0,-3597,27042,30639,45,False,0,2
778,Evan Ferguson,FWD,Brighton,0.0,0,0,0,0,0,0.0,0,179,0.0,0.0,0.0,0.0,16,0,0,0.0,0.0,2025-08-24T13:00:00Z,0,False,9,0,0,0,0,0,2,0,1686,0,0,0,2,0.0,0,-796,0,796,55,False,0,2
779,Idrissa Gana Gueye,MID,Everton,2.5,0,0,15,1,3,5.7,7,302,0.01,0.01,0.0,2.43,16,0,0,2.0,12.4,2025-08-24T13:00:00Z,90,False,6,0,0,0,2,0,2,0,10265,1,2,0,2,2.0,3,-1370,445,1815,55,True,0,2
780,Justin Devenny,MID,Crystal Palace,1.5,0,0,9,0,0,3.3,8,276,0.02,0.07,0.05,0.66,15,1,0,3.2,5.8,2025-08-24T13:00:00Z,65,False,16,0,0,0,6,0,2,0,186088,1,2,1,1,23.0,2,-11013,7792,18805,45,True,0,2
781,Karl Darlow,GK,Leeds,-1.0,0,0,0,0,0,0.0,0,341,0.0,0.0,0.0,0.0,11,0,0,0.0,0.0,2025-08-23T16:30:00Z,0,False,1,0,0,0,0,0,2,0,321450,0,0,0,5,0.0,0,-10405,7159,17564,40,False,0,2
782,Habib Diarra,MID,Sunderland,2.5,0,0,7,0,1,16.6,3,544,0.04,0.04,0.0,0.34,14,1,0,2.4,3.6,2025-08-23T14:00:00Z,79,False,3,0,0,0,2,0,2,0,13554,1,0,0,2,4.0,2,934,2635,1701,55,False,0,2
783,Luis Sinisterra Lucumí,MID,Bournemouth,0.0,0,0,0,0,0,0.0,0,91,0.0,0.0,0.0,0.0,12,0,0,0.0,0.0,2025-08-23T14:00:00Z,0,False,20,0,0,0,0,0,2,0,3297,0,0,0,1,0.0,0,-1074,150,1224,50,True,0,2
784,Antonín Kinský,GK,Spurs,-0.5,0,0,0,0,0,0.0,0,567,0.0,0.0,0.0,0.0,18,0,0,0.0,0.0,2025-08-23T11:30:00Z,0,False,13,0,0,0,0,0,2,0,215184,0,0,2,0,0.0,0,-9170,3244,12414,40,False,0,2
785,Jakub Kiwior,DEF,Arsenal,1.0,0,0,0,0,0,0.0,0,9,0.0,0.0,0.0,0.0,11,0,0,0.0,0.0,2025-08-23T16:30:00Z,0,False,11,0,0,0,0,0,2,0,12677,0,0,0,5,0.0,0,-1754,397,2151,55,True,0,2
786,Fábio Soares Silva,FWD,Wolves,0.0,0,0,0,0,0,0.0,0,655,0.0,0.0,0.0,0.0,12,0,0,0.0,0.0,2025-08-23T14:00:00Z,0,False,4,0,0,0,0,0,2,0,58916,0,0,0,1,0.0,0,-5759,3817,9576,50,False,0,2
787,Đorđe Petrović,GK,Bournemouth,4.0,0,0,23,1,2,0.0,0,67,0.0,0.0,0.0,0.46,12,0,0,1.1,11.4,2025-08-23T14:00:00Z,90,False,20,0,0,0,5,0,2,1,394940,1,0,0,1,0.0,6,34290,59275,24985,45,True,0,2
788,Kim Ji-soo,DEF,Brentford,0.0,0,0,0,0,0,0.0,0,117,0.0,0.0,0.0,0.0,13,0,0,0.0,0.0,2025-08-23T14:00:00Z,0,False,2,0,0,0,0,0,2,0,17597,0,0,0,1,0.0,0,-1235,428,1663,40,True,0,2
789,Alphonse Areola,GK,West Ham,-0.5,0,0,0,0,0,0.0,0,600,0.0,0.0,0.0,0.0,20,0,0,0.0,0.0,2025-08-22T19:00:00Z,0,False,7,0,0,0,0,0,2,0,420620,0,0,5,1,0.0,0,-69316,5994,75310,45,True,0,2
790,Gabriel dos Santos Magalhães,DEF,Arsenal,7.0,0,0,26,1,3,3.3,3,5,0.01,0.05,0.04,0.17,11,0,0,2.3,13.4,2025-08-23T16:30:00Z,90,False,11,0,0,0,4,0,2,0,2292996,1,0,0,5,6.0,6,254939,335537,80598,60,True,0,2
791,Jamaldeen Jimoh-Aloba,MID,Aston Villa,0.0,0,0,0,0,0,0.0,0,62,0.0,0.0,0.0,0.0,13,0,0,0.0,0.0,2025-08-23T14:00:00Z,0,False,5,0,0,0,0,0,2,0,5842,0,0,0,1,0.0,0,-297,481,778,45,False,0,2
792,Armando Broja,FWD,Burnley,0.0,0,0,0,0,0,0.0,0,680,0.0,0.0,0.0,0.0,14,0,0,0.0,0.0,2025-08-23T14:00:00Z,0,False,17,0,0,0,0,0,2,0,24602,0,0,0,2,0.0,0,-2339,2333,4672,55,True,0,2
793,Benoît Badiashile Mukinayi,DEF,Chelsea,0.0,0,0,0,0,0,0.0,0,229,0.0,0.0,0.0,0.0,20,0,0,0.0,0.0,2025-08-22T19:00:00Z,0,False,19,0,0,0,0,0,2,0,1512,0,0,5,1,0.0,0,-639,49,688,45,False,0,2
794,Aarón Anselmino,DEF,Chelsea,0.5,0,0,0,0,0,0.0,0,234,0.0,0.0,0.0,0.0,20,0,0,0.0,0.0,2025-08-22T19:00:00Z,0,False,19,0,0,0,0,0,2,0,12792,0,0,5,1,0.0,0,-1179,566,1745,40,False,0,2
795,Jean-Ricner Bellegarde,MID,Wolves,1.5,0,0,6,0,1,5.2,4,644,0.01,0.02,0.01,0.72,12,1,0,1.0,2.8,2025-08-23T14:00:00Z,45,False,4,0,0,0,1,0,2,0,9900,1,2,0,1,2.0,1,-7,1251,1258,55,False,0,2
796,Luke Harris,MID,Fulham,0.0,0,0,0,0,0,0.0,0,334,0.0,0.0,0.0,0.0,17,0,0,0.0,0.0,2025-08-24T15:30:00Z,0,False,14,0,0,0,0,0,2,0,364,0,0,1,1,0.0,0,-119,0,119,45,True,0,2
797,Ola Aina,DEF,Nott'm Forest,2.5,0,0,5,0,5,1.9,6,507,0.01,0.01,0.0,1.1,15,1,0,1.4,12.4,2025-08-24T13:00:00Z,90,False,8,0,0,0,10,0,2,0,1558302,1,1,1,1,0.0,1,17123,97132,80009,50,False,1,2
798,Dominik Szoboszlai,MID,Liverpool,2.5,0,0,13,0,4,2.4,9,387,0.01,0.01,0.0,0.93,19,2,0,1.4,9.6,2025-08-25T19:00:00Z,90,False,15,0,0,0,4,0,2,0,200506,1,1,3,2,2.0,2,-26831,8164,34995,65,False,0,2
799,Arnaud Kalimuendo,FWD,Nott'm Forest,2.0,0,0,2,0,1,1.6,2,696,0.0,0.0,0.0,0.0,15,0,0,0.3,1.0,2025-08-24T13:00:00Z,19,False,8,0,0,0,1,0,2,0,1948,0,0,1,1,0.0,1,620,779,159,60,False,0,2
800,Marcus Bettinelli,GK,Man City,0.0,0,0,0,0,0,0.0,0,401,0.0,0.0,0.0,0.0,18,0,0,0.0,0.0,2025-08-23T11:30:00Z,0,False,18,0,0,0,0,0,2,0,18789,0,0,2,0,0.0,0,-1182,718,1900,40,True,0,2
801,Tomáš Souček,MID,West Ham,1.0,0,0,8,0,1,0.7,6,613,0.0,0.09,0.09,2.43,20,5,0,2.9,6.0,2025-08-22T19:00:00Z,69,False,7,0,0,0,4,0,2,0,74413,1,1,5,1,22.0,2,-24023,682,24705,59,True,0,2
802,Jack Grealish,MID,Everton,6.0,2,2,37,1,1,35.3,11,419,0.7,0.71,0.01,2.43,16,0,0,9.6,48.2,2025-08-24T13:00:00Z,90,False,6,0,0,0,7,0,2,0,340736,1,3,0,2,12.0,11,-42564,15189,57753,65,True,0,2
803,Ilia Gruev,MID,Leeds,0.5,0,0,15,0,2,0.7,6,356,0.0,0.0,0.0,2.88,11,5,0,1.0,9.4,2025-08-23T16:30:00Z,90,False,1,0,0,0,3,0,2,0,4763,1,1,0,5,0.0,2,-591,122,713,50,False,0,2
804,Kadan Young,MID,Aston Villa,0.0,0,0,0,0,0,0.0,0,63,0.0,0.0,0.0,0.0,13,0,0,0.0,0.0,2025-08-23T14:00:00Z,0,False,5,0,0,0,0,0,2,0,75703,0,0,0,1,0.0,0,-3603,6636,10239,45,False,0,2
805,Endo Wataru,MID,Liverpool,3.0,0,0,3,0,0,0.0,0,392,0.0,0.0,0.0,0.0,19,0,0,0.0,0.0,2025-08-25T19:00:00Z,1,False,15,0,0,0,0,0,2,0,13328,0,0,3,2,0.0,1,85,1738,1653,50,False,0,2
806,Mats Wieffer,MID,Brighton,3.5,0,0,13,0,3,2.4,13,173,0.02,0.02,0.0,1.21,16,2,0,2.2,20.0,2025-08-24T13:00:00Z,84,False,9,0,0,0,3,0,2,0,7439,1,7,0,2,0.0,3,423,1481,1058,50,False,1,2
807,İlkay Gündoğan,MID,Man City,0.5,0,0,0,0,0,0.0,0,420,0.0,0.0,0.0,0.0,18,0,0,0.0,0.0,2025-08-23T11:30:00Z,0,False,18,0,0,0,0,0,2,0,18444,0,0,2,0,0.0,0,-4759,596,5355,64,True,0,2
808,Pedro Porro Sauceda,DEF,Spurs,5.0,0,0,20,1,5,33.4,6,568,0.13,0.21,0.08,1.55,18,0,0,5.7,15.2,2025-08-23T11:30:00Z,90,False,13,0,0,0,4,0,2,0,2339191,1,1,2,0,8.0,5,-27284,123733,151017,55,False,1,2
809,Daichi Kamada,MID,Crystal Palace,0.0,0,0,0,0,0,0.0,0,271,0.0,0.0,0.0,0.0,15,0,0,0.0,0.0,2025-08-24T13:00:00Z,0,False,16,0,0,0,0,0,2,0,1681,0,0,1,1,0.0,0,-563,38,601,50,True,0,2
810,Tyrique George,MID,Chelsea,0.5,0,0,0,0,0,0.0,0,243,0.0,0.0,0.0,0.0,20,0,0,0.0,0.0,2025-08-22T19:00:00Z,0,False,19,0,0,0,0,0,2,0,5817,0,0,5,1,0.0,0,-614,404,1018,50,False,0,2
811,Andy Irving,MID,West Ham,0.0,0,0,0,0,0,0.0,0,621,0.0,0.0,0.0,0.0,20,0,0,0.0,0.0,2025-08-22T19:00:00Z,0,False,7,0,0,0,0,0,2,0,33076,0,0,5,1,0.0,0,-345,3264,3609,45,True,0,2
812,Nick Pope,GK,Newcastle,6.0,1,0,7,0,1,0.0,0,469,0.0,0.0,0.0,0.7,19,3,0,1.0,10.0,2025-08-25T19:00:00Z,90,False,12,0,0,0,4,0,2,1,440142,1,0,3,2,0.0,4,16152,42931,26779,50,True,0,2
813,Karl Hein,GK,Arsenal,1.0,0,0,0,0,0,0.0,0,3,0.0,0.0,0.0,0.0,11,0,0,0.0,0.0,2025-08-23T16:30:00Z,0,False,11,0,0,0,0,0,2,0,64836,0,0,0,5,0.0,0,-1321,3835,5156,40,True,0,2
814,Ki-Jana Hoever,DEF,Wolves,1.0,0,0,1,0,1,14.4,1,638,0.1,0.1,0.0,0.63,12,1,0,2.2,5.2,2025-08-23T14:00:00Z,34,False,4,0,0,0,0,0,2,0,250342,1,0,0,1,2.0,1,1048,17209,16161,40,False,0,2
815,Fer López González,MID,Wolves,0.5,0,0,0,0,0,0.0,0,645,0.0,0.0,0.0,0.0,12,0,0,0.0,0.0,2025-08-23T14:00:00Z,0,False,4,0,0,0,0,0,2,0,4506,0,0,0,1,0.0,0,-621,150,771,55,False,0,2
816,Daniel James,MID,Leeds,1.5,0,0,9,0,0,0.3,4,353,0.0,0.07,0.07,2.01,11,4,0,1.1,1.6,2025-08-23T16:30:00Z,65,False,1,0,0,0,4,0,2,0,47497,1,0,0,5,9.0,2,-5846,1569,7415,55,False,0,2
817,Christopher Nkunku,MID,Chelsea,0.0,0,0,0,0,0,0.0,0,240,0.0,0.0,0.0,0.0,20,0,0,0.0,0.0,2025-08-22T19:00:00Z,0,False,19,0,0,0,0,0,2,0,24458,0,0,5,1,0.0,0,-4583,1659,6242,60,False,0,2
818,Abdoullah Ba,MID,Sunderland,0.0,0,0,0,0,0,0.0,0,554,0.0,0.0,0.0,0.0,14,0,0,0.0,0.0,2025-08-23T14:00:00Z,0,False,3,0,0,0,0,0,2,0,27253,0,0,0,2,0.0,0,-2126,1616,3742,45,False,0,2
819,Mike Trésor Ndayishimiye,MID,Burnley,0.0,0,0,0,0,0,0.0,0,214,0.0,0.0,0.0,0.0,14,0,0,0.0,0.0,2025-08-23T14:00:00Z,0,False,17,0,0,0,0,0,2,0,7938,0,0,0,2,0.0,0,-633,425,1058,45,True,0,2
820,Matthew Cox,GK,Brentford,0.0,0,0,0,0,0,0.0,0,103,0.0,0.0,0.0,0.0,13,0,0,0.0,0.0,2025-08-23T14:00:00Z,0,False,2,0,0,0,0,0,2,0,16336,0,0,0,1,0.0,0,-222,685,907,40,True,0,2
821,Darko Gyabi,MID,Leeds,-1.0,0,0,0,0,0,0.0,0,361,0.0,0.0,0.0,0.0,11,0,0,0.0,0.0,2025-08-23T16:30:00Z,0,False,1,0,0,0,0,0,2,0,9075,0,0,0,5,0.0,0,-631,716,1347,45,False,0,2
822,Michael Obafemi,FWD,Burnley,0.0,0,0,0,0,0,0.0,0,219,0.0,0.0,0.0,0.0,14,0,0,0.0,0.0,2025-08-23T14:00:00Z,0,False,17,0,0,0,0,0,2,0,45430,0,0,0,2,0.0,0,-2654,2273,4927,45,True,0,2
823,Dwight McNeil,MID,Everton,0.5,0,0,2,0,0,11.3,0,300,0.0,0.24,0.24,0.95,16,0,0,1.8,0.0,2025-08-24T13:00:00Z,19,False,6,0,0,0,0,0,2,0,34261,0,0,0,2,8.0,1,-10241,1053,11294,59,True,0,2
824,Jacob Ramsey,MID,Newcastle,0.0,0,0,5,0,0,11.0,4,52,0.02,0.02,0.0,0.37,19,1,0,1.5,4.2,2025-08-25T19:00:00Z,14,False,12,0,0,0,3,0,2,0,58206,0,1,3,2,0.0,1,-10082,3795,13877,55,True,0,2
825,Tom Edozie,MID,Wolves,0.0,0,0,0,0,0,0.0,0,651,0.0,0.0,0.0,0.0,12,0,0,0.0,0.0,2025-08-23T14:00:00Z,0,False,4,0,0,0,0,0,2,0,39384,0,0,0,1,0.0,0,-3412,1630,5042,45,False,0,2
826,Coby Ebere,MID,Everton,0.0,0,0,0,0,0,0.0,0,307,0.0,0.0,0.0,0.0,16,0,0,0.0,0.0,2025-08-24T13:00:00Z,0,False,6,0,0,0,0,0,2,0,4640,0,0,0,2,0.0,0,-264,320,584,45,True,0,2
827,Diego Coppola,DEF,Brighton,0.0,0,0,0,0,0,0.0,0,144,0.0,0.0,0.0,0.0,16,0,0,0.0,0.0,2025-08-24T13:00:00Z,0,False,9,0,0,0,0,0,2,0,7601,0,0,0,2,0.0,0,-982,234,1216,45,False,0,2
828,Amadou Onana,MID,Aston Villa,3.0,0,0,10,0,4,3.2,9,59,0.04,0.27,0.23,1.11,13,1,0,3.4,14.6,2025-08-23T14:00:00Z,63,False,5,0,0,0,3,0,2,0,206140,1,2,0,1,16.0,1,16927,41577,24650,50,False,1,2
829,Giorgi Mamardashvili,GK,Liverpool,0.5,0,0,0,0,0,0.0,0,367,0.0,0.0,0.0,0.0,19,0,0,0.0,0.0,2025-08-25T19:00:00Z,0,False,15,0,0,0,0,0,2,0,45880,0,0,3,2,0.0,0,-7875,1147,9022,45,False,0,2
830,Leon Bailey,MID,Aston Villa,0.0,0,0,0,0,0,0.0,0,49,0.0,0.0,0.0,0.0,13,0,0,0.0,0.0,2025-08-23T14:00:00Z,0,False,5,0,0,0,0,0,2,0,35805,0,0,0,1,0.0,0,-18882,2168,21050,55,False,0,2
831,Federico Chiesa,MID,Liverpool,4.0,0,0,2,0,1,0.3,1,385,0.0,0.0,0.0,0.16,19,1,0,0.2,1.2,2025-08-25T19:00:00Z,10,False,15,0,0,0,0,0,2,0,37939,0,0,3,2,0.0,1,6276,8842,2566,65,False,0,2
832,Ryan Sessegnon,MID,Fulham,0.8,0,0,14,0,2,15.4,5,328,0.16,0.16,0.0,1.52,17,1,0,3.2,11.0,2025-08-24T15:30:00Z,61,False,14,0,0,0,1,0,2,0,2551,1,2,1,1,6.0,2,-828,47,875,55,True,0,2
833,John Stones,DEF,Man City,4.0,0,0,9,0,8,1.8,8,409,0.02,0.02,0.0,1.11,18,2,0,2.6,23.8,2025-08-23T11:30:00Z,90,False,18,0,0,0,4,0,2,0,101371,1,0,2,0,0.0,1,7883,13350,5467,55,True,0,2
834,Isaac Heath,MID,Everton,0.0,0,0,0,0,0,0.0,0,308,0.0,0.0,0.0,0.0,16,0,0,0.0,0.0,2025-08-24T13:00:00Z,0,False,6,0,0,0,0,0,2,0,4574,0,0,0,2,0.0,0,-314,278,592,45,True,0,2
